문헌번호,확인항목,상세,관련값
KR 10-2665045 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665045 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 17개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=759
KR 10-2623411 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2623411 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 38개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1381
KR 10-2704256 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704256 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=820
KR 10-2650760 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690058 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718081 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718081 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 16개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=490
KR 10-2636348 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2636348 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 75개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=4628
KR 10-2704810 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704810 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=412
KR 10-2652261 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2652261 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 17개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=589
KR 10-2690853 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690853 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=477
KR 10-2716147 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2716147 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=757
KR 10-2637948 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637948 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=360
KR 10-2732252 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732252 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=289
KR 10-2663907 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2663907 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=869
KR 10-2624035 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624035 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=957
KR 10-2704439 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704439 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=216
KR 10-2690391 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690391 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=506
KR 10-2716864 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2716864 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 19개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=828
KR 10-2638043 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638043 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=176
KR 10-2732250 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732250 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=906
KR 10-2665633 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665633 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=142
KR 10-2623578 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2623578 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=345
KR 10-2705139 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2705139 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=422
KR 10-2650246 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650246 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=191
KR 10-2691665 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691665 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=154
KR 10-2717952 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638167 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638167 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=272
KR 10-2665867 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665867 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 32개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=926
KR 10-2703111 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2703111 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=492
KR 10-2651123 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2651123 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=117
KR 10-2690215 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690215 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=685
KR 10-2717843 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2717843 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 14개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=482
KR 10-2637926 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637926 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=417
KR 10-2731975 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731975 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=431
KR 10-2664883 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2664883 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=181
KR 10-2705303 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2705303 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=197
KR 10-2650764 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650764 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=323
KR 10-2691496 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691496 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 15개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=584
KR 10-2718682 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718682 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 20개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=660
KR 10-2638503 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638503 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=330
KR 10-2731201 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731201 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=334
KR 10-2665344 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2625139 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2625139 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 18개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=576
KR 10-2703332 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2703332 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=597
KR 10-2650247 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650247 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=344
KR 10-2719398 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2719398 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 21개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=380
KR 10-2637409 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637409 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=757
KR 10-2731131 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731131 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1518
KR 10-2650344 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650344 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=299
KR 10-2690460 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690460 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 26개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=625
KR 10-2716169 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2716169 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=269
KR 10-2637135 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637135 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 13개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=652
KR 10-2731880 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
