문헌번호,문헌종류,문헌종류(표기안),권리상태,발명의 명칭,오류 합계,원본오류 코드,원본오류 내용,표시오류 종수,표시오류 코드,표시오류 내용(문헌별 값),도면 보류(오류 아님)
KR 10-2703281 B1,B1,등록특허공보,등록공고,배치구조가 개선된 하이브리드 차량,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 16861자 = 전문 13530 + 하위섹션 3559) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 6개 ↔ 청구범위 목록 7개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2021-0011581)와 표시 일자(2024-09-04) 계열 불일치 · 문헌일 2021-02-02,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2703332 B1,B1,등록특허공보,등록공고,상담 품질을 평가하기 위한 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 58215자 = 전문 52750 + 하위섹션 5837) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 20개(삭제 7) 불일치 / [D8] 독립항 목록 9개 중 7개가 본문 '삭제' / [D4] 공개번호(10-2023-0084799)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2023-06-13,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2703403 B1,B1,등록특허공보,등록공고,휴대용 마스크 보관장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 17921자 = 전문 14119 + 하위섹션 4049) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 11개 ↔ 청구범위 목록 13개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2024-0060029)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2024-05-08,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 14개 뭉침
KR 10-2703414 B1,B1,등록특허공보,등록공고,차량용 표시 장치 및 이를 포함하는 차량 제어 시스템,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 33404자 = 전문 29289 + 하위섹션 4681) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 19개 ↔ 청구범위 목록 20개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2018-0087921)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2018-08-03,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 23개 뭉침
KR 10-2703483 B1,B1,등록특허공보,등록공고,냉각 장치 및 이를 동작하는 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15196자 = 전문 13085 + 하위섹션 2225) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 17개 ↔ 청구범위 목록 21개(삭제 4) 불일치 / [D8] 독립항 목록 9개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2023-0123693)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2023-08-24,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2703508 B1,B1,등록특허공보,등록공고,롱숏포지션 통합 관리 HTS 인터페이스 시스템을 이용한 증권 거래 서비스 제공방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 24318자 = 전문 19791 + 하위섹션 4846) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 7개 ↔ 청구범위 목록 11개(삭제 4) 불일치 / [D8] 독립항 목록 6개 중 4개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-04)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2703527 B1,B1,등록특허공보,등록공고,"제어 장치, 시스템, 차량, 및 제어 방법",9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 26821자 = 전문 23790 + 하위섹션 3449) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 18개 ↔ 청구범위 목록 20개(삭제 2) 불일치 / [D8] 독립항 목록 8개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2022-0136087)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2022-10-07,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2703582 B1,B1,등록특허공보,등록공고,인터넷을 통해 3D 플랫폼을 제공하는 서버 장치 및 그 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 36151자 = 전문 33945 + 하위섹션 2525) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 14개 ↔ 청구범위 목록 15개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-06)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2703622 B1,B1,등록특허공보,등록공고,일반 차선 및 돌출형 차선 도장용 상온경화형 노면표지 도료 조성물을 이용한 횡단보도 노면표지 도료의 시공방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 23939자 = 전문 21017 + 하위섹션 3945) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 5개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-09)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2703625 B1,B1,등록특허공보,등록공고,이경베어링,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 20372자 = 전문 16969 + 하위섹션 4620) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 16개(삭제 12) 불일치 / [D8] 독립항 목록 14개 중 12개가 본문 '삭제' / [D4] 공개번호(10-2023-0126020)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2023-08-29,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 22개 뭉침
KR 10-2703765 B1,B1,등록특허공보,등록공고,구동모듈 및 이를 이용한 다축 직교 로봇,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 12919자 = 전문 10276 + 하위섹션 2847) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 8개 ↔ 청구범위 목록 18개(삭제 10) 불일치 / [D8] 독립항 목록 12개 중 10개가 본문 '삭제' / [D4] 공개번호(10-2023-0154642)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2023-11-09,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 13개 뭉침
KR 10-2703882 B1,B1,등록특허공보,등록공고,리튬이차전지 및 이의 제어방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 28899자 = 전문 25395 + 하위섹션 4003) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 6개 ↔ 청구범위 목록 10개(삭제 4) 불일치 / [D8] 독립항 목록 5개 중 4개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-09)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2703893 B1,B1,등록특허공보,등록공고,손끼임 방지 안전장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 10293자 = 전문 8124 + 하위섹션 2294) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 7개(삭제 3) 불일치 / [D8] 독립항 목록 4개 중 3개가 본문 '삭제' / [D4] 공개번호(10-2021-0136563)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2021-11-17,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 6개 뭉침
KR 10-2703898 B1,B1,등록특허공보,등록공고,에어윈치를 구비하는 리프팅 장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 17056자 = 전문 13101 + 하위섹션 4167) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 3개 ↔ 청구범위 목록 10개(삭제 7) 불일치 / [D8] 독립항 목록 8개 중 7개가 본문 '삭제' / [D4] 공개번호(10-2024-0005563)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2024-01-12,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2703945 B1,B1,등록특허공보,등록공고,배기가스 처리장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 17440자 = 전문 15144 + 하위섹션 2926) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 5개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2022-0076400)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2022-06-08,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
KR 10-2703984 B1,B1,등록특허공보,등록공고,배관 파손 검출용 센서 어레이 장치 및 이를 포함하는 배관 파손 검출 시스템,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 17711자 = 전문 15905 + 하위섹션 2041) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 9개 ↔ 청구범위 목록 10개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2022-0146758)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2022-11-02,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 16개 뭉침
KR 10-2703988 B1,B1,등록특허공보,등록공고,필터 모듈 및 이를 구비하는 공기정화장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 9159자 = 전문 7523 + 하위섹션 1805) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 2개 ↔ 청구범위 목록 5개(삭제 3) 불일치 / [D8] 독립항 목록 4개 중 3개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-06)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2704046 B1,B1,등록특허공보,등록공고,조작 핸들을 포함하는 시술 도구 제어 시스템,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 23959자 = 전문 20362 + 하위섹션 3926) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 19개 ↔ 청구범위 목록 20개(삭제 1) 불일치 / [D8] 독립항 목록 5개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2024-0070438)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2024-05-21,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2704053 B1,B1,등록특허공보,등록공고,구강 건조 개선을 위한 성분을 포함하는 치약 조성물 및 이의 제조 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 25855자 = 전문 20942 + 하위섹션 5056) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 6개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-09)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2704087 B1,B1,등록특허공보,등록공고,맥동이 저감되는 저압연료레일,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 10326자 = 전문 7570 + 하위섹션 3087) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 16개(삭제 3) 불일치 / [D8] 독립항 목록 4개 중 3개가 본문 '삭제' / [D4] 공개번호(10-2023-0072167)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2023-05-24,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2704174 B1,B1,등록특허공보,등록공고,평판형 코일 및 이를 포함하는 무선전력 전송모듈,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 9325자 = 전문 7491 + 하위섹션 1939) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 6개 ↔ 청구범위 목록 7개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2021-0119026)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2021-10-05,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2704175 B1,B1,등록특허공보,등록공고,마스크,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 23732자 = 전문 19550 + 하위섹션 4497) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 19개 ↔ 청구범위 목록 21개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2021-0120555)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2021-10-07,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2704189 B1,B1,등록특허공보,등록공고,배터리 공유 중개 시스템 및 이를 이용한 배터리 공유 중개 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 23971자 = 전문 19370 + 하위섹션 4890) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 12개 ↔ 청구범위 목록 17개(삭제 5) 불일치 / [D8] 독립항 목록 7개 중 5개가 본문 '삭제' / [D4] 공개번호(10-2023-0058807)와 표시 일자(2024-09-06) 계열 불일치 · 문헌일 2023-05-03,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 13개 뭉침
KR 10-2704303 B1,B1,등록특허공보,등록공고,대면적 패널 구조체의 제조 장치 및 이를 이용한 대면적 패널 구조체의 제조 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 27121자 = 전문 23346 + 하위섹션 4056) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 14개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2023-0085693)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2023-06-14,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 13개 뭉침
KR 10-2704308 B1,B1,등록특허공보,등록공고,"세탁기 동적 수평 불량 감지 방법, 장치 및 시스템",9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 38878자 = 전문 31181 + 하위섹션 8154) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 16개 ↔ 청구범위 목록 20개(삭제 4) 불일치 / [D8] 독립항 목록 7개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2019-0082693)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2019-07-10,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 18개 뭉침
KR 10-2704344 B1,B1,등록특허공보,등록공고,마찰대전 나노발전소자 및 이의 제조방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 22013자 = 전문 19150 + 하위섹션 3157) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 15개(삭제 2) 불일치 / [D8] 독립항 목록 4개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2024-0001428)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2024-01-03,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2704359 B1,B1,등록특허공보,등록공고,반도체 자재 절단장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 36463자 = 전문 31043 + 하위섹션 5820) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 12개 ↔ 청구범위 목록 14개(삭제 2) 불일치 / [D8] 독립항 목록 4개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2023-0092101)와 표시 일자(2024-09-09) 계열 불일치 · 문헌일 2023-06-26,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 10개 뭉침
KR 10-2704362 B1,B1,등록특허공보,등록공고,국내기술기반 해외창업지원 시스템,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 10823자 = 전문 8104 + 하위섹션 2851) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 3개 ↔ 청구범위 목록 7개(삭제 4) 불일치 / [D8] 독립항 목록 5개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2023-0010338)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2023-01-19,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
